date,user,coordinates,text,place,bounding_box
Mon May 17 03:22:10 +0000 2021,Hattoon_,no coordinates,@i_nofy95 بكاء😢💙,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 03:22:29 +0000 2021,kdkdkdtm,no coordinates,MIss Universe cooking show edition! #MissUniverse,Doha,[[[51.447704 25.2216] [51.447704 25.427736] [51.630581 25.427736] [51.630581 25.2216]]]
Mon May 17 03:22:32 +0000 2021,Molok57489497,no coordinates,@mmaddreza13750 👍👍👍,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 03:22:47 +0000 2021,gh_cornerstone,no coordinates,@divaliciousiam I wanna suck that juicy pussy 👅👅👅mmm!!,Ras Al Khaimah,[[[55.741488 24.851766] [55.741488 26.08416] [56.348994 26.08416] [56.348994 24.851766]]]
Mon May 17 03:22:49 +0000 2021,akbar0963,no coordinates,if thats true what benefit of us having more than 50 Muslim countries #UmmahHaveToAnswerAllah #OIC_WakeUp4Palestine… https://t.co/K9xYdLzivk,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 03:22:50 +0000 2021,Ali_A_Obeid,no coordinates,ربي يخليكي ويحفظك ويشفيكي ❤️❤️❤️#سكري_الان https://t.co/gNU5N2BHkS,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 03:23:06 +0000 2021,newsemaratyah,[55.2777046 25.19725451],اختطاف 8 جنود فنزويليين من طرف مجموعة كولومبية https://t.co/i85UFZ9wjP https://t.co/gDhBRxeX90,دبي,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 03:23:07 +0000 2021,newsemaratyah,[55.2777046 25.19725451],كوريا الجنوبية تسجل 619 إصابة جديدة بكورونا https://t.co/VIyZUluveo https://t.co/7FszODz2fx,دبي,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 03:23:09 +0000 2021,BRoshanbakhsh,no coordinates,@abdolrezaershad روزتون مبارک ✌🏻🖐🏻🙂,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 03:23:27 +0000 2021,aliqrwan,no coordinates,ناس تبيعك بالظن، وناس تشتريك بعيوبك .,أبوظبي,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 03:23:30 +0000 2021,umbuti_,no coordinates,أمي لا تتوقف عن كونها أفضل شخص بالعالم.,أبوظبي,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 03:23:36 +0000 2021,_MunaAM,no coordinates,أصبحنا و أصلح المُلك لله,رأس الخيمة,[[[55.741488 24.851766] [55.741488 26.08416] [56.348994 26.08416] [56.348994 24.851766]]]
Mon May 17 03:23:36 +0000 2021,Hattoon_,no coordinates,@i_nofy95 استغفرالله العظيم😂🤦🏽‍♀️,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 03:23:51 +0000 2021,mahmoudyazoury,no coordinates,صباح الخير 😢يارب الفرج العاجل لاهل غزة انصرهم احفظهم شافي مريضهم تقبل شهيدهم كن ياربي معاهم يارب ضاق فيهم الحال زي… https://t.co/jGxWInPv1A,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 03:24:02 +0000 2021,MiladPourivahab,no coordinates,@Pegahshahroudi1 @bluecoldroom دیگه بعد سی سال سنتفاوت منطق و تعصب رو میدونم 🙄,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 03:24:04 +0000 2021,Tankemiro14,no coordinates,@malaestgangxx i can’t breathe,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 03:24:05 +0000 2021,greatest__name,no coordinates,@mehranmrd98 @OfficialAmirm @_sugarbrain_ @1sickremedy1 کیرتو آذرخانمکیرتو فوتبالکیرتوروزهای بدون اون,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 03:24:16 +0000 2021,MiladPourivahab,no coordinates,@Pegahshahroudi1 بسیار خبحق با شماست,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 03:24:23 +0000 2021,SinghAs681,no coordinates,We want justice for BapujiSant Shri Asharamji BapuJustice for Bapuji#मुझे_बापू_के_लिए_न्याय_चाहिए,Doha,[[[51.447704 25.2216] [51.447704 25.427736] [51.630581 25.427736] [51.630581 25.2216]]]
Mon May 17 03:24:26 +0000 2021,dlrt_tm,no coordinates,"اللهُم العوض الجميل بعد الصبر الطويل ، اللهُم دربًا لا تضيق به الحياة ، وقلبًا لا يزول منه الأمل ، وفرحة لا تذبل ولا تنتهي أبدًا,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 03:24:43 +0000 2021,ama_alahmed,no coordinates,مآ أجمل انّ تسَتيّقظ فيِ الصَباح شاكرا لربك معّترَفا بفضله فتَقول [ الحَمدلله الذي عافاني فيِ جَسّدي ورد عليّ روحِّ… https://t.co/9CmEDfEaiE,رأس الخيمة,[[[55.741488 24.851766] [55.741488 26.08416] [56.348994 26.08416] [56.348994 24.851766]]]
Mon May 17 03:24:54 +0000 2021,iamsupremo29,no coordinates,Hahahaha,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 03:25:04 +0000 2021,dlrt_tm,no coordinates,إجْعَلْ لَگ هُنَآ بَصْمَه مِنَ الذِّگر تَگُنْ شاهِدَه لَگ وَلگلْ مَنْ يَقْرَأُهَآ ♥️,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 03:25:09 +0000 2021,mahraalshahabi,no coordinates,https://t.co/hAtj04ojq2,Ras Al Khaimah,[[[55.741488 24.851766] [55.741488 26.08416] [56.348994 26.08416] [56.348994 24.851766]]]
Mon May 17 03:25:14 +0000 2021,iamsupremo29,no coordinates,@russelldaviiid 😂😂😂,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 03:25:21 +0000 2021,Ali00066358,no coordinates,@elonmusk #never_buy_Tesla,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 03:25:21 +0000 2021,zyrapunzalan,no coordinates,@ATEEZofficial @identity Can't stop listening to this Cover of LEAVE THE DOOR OPEN by ATEEZ #ATEEZ #아이티즈@BrunoMars… https://t.co/ldWk0uxj6x,Doha,[[[51.447704 25.2216] [51.447704 25.427736] [51.630581 25.427736] [51.630581 25.2216]]]
Mon May 17 03:25:28 +0000 2021,MiladPourivahab,no coordinates,@Fench71 🤦🏻‍♂️,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 03:25:31 +0000 2021,EdiJGCRWs2SEG7i,no coordinates,@hamdanaladawi هذولا كومار وسنتوش وربعه مفاصل اقتصاد البلد معهم وعندهم نفوذ قوي بمسانده من بعض المتنفذين اصحاب المن… https://t.co/59fPesANwL,الباطنة,[[[56.138401 23.29178] [56.138401 24.980924] [58.27915 24.980924] [58.27915 23.29178]]]
Mon May 17 03:25:33 +0000 2021,1kuae,no coordinates,كانت تحب الورد لدرجة الافراط ،ووجدت انه أمر منطقي أن يحب كل جنس أبناء جنسه https://t.co/Xc5WkYSKJx,أبوظبي,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 03:25:54 +0000 2021,xoshamma,no coordinates,ما همّني فـالكون هذا ولا ذاكما دام تغليني على قد ماْ اغليك♥️,Ras Al Khaimah,[[[55.741488 24.851766] [55.741488 26.08416] [56.348994 26.08416] [56.348994 24.851766]]]
Mon May 17 03:26:03 +0000 2021,SinghAs681,no coordinates,We want justice for BapujiSant Shri Asharamji Bapu#मुझे_बापू_के_लिए_न्याय_चाहिए,Doha,[[[51.447704 25.2216] [51.447704 25.427736] [51.630581 25.427736] [51.630581 25.2216]]]
Mon May 17 03:26:15 +0000 2021,MiladPourivahab,no coordinates,@feer_feree مبارکه 😁,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 03:26:28 +0000 2021,parokee,no coordinates,https://t.co/kxRLwUseVH,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 03:26:32 +0000 2021,PGNAXR,no coordinates,@SNiPERooKSA Why,Ajman,[[[55.422846 24.742239] [55.422846 25.451327] [56.101503 25.451327] [56.101503 24.742239]]]
Mon May 17 03:26:45 +0000 2021,AmgAvPvkpLPaTMg,no coordinates,@97PPur4uXtMoI8n يا الله ع لأقل يوصل عمان منخفض جوي عميق بس نريد,الباطنة,[[[56.138401 23.29178] [56.138401 24.980924] [58.27915 24.980924] [58.27915 23.29178]]]
Mon May 17 03:26:54 +0000 2021,eissaalnuaiimii,no coordinates,أعرف واحد بيرضى جي اسمه يبداء بحرف ناصر 🤣,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 03:27:01 +0000 2021,MiladPourivahab,no coordinates,@the_arinaw از همسر سابقم جدا شدم 😁,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 03:27:06 +0000 2021,khale_pesar_org,no coordinates,@ali_bitarafan4 من به همین دلیل میخوام بهش رای بدم,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 03:27:13 +0000 2021,greatest__name,no coordinates,@pabezanashghal @1sickremedy1 🤝🏼,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 03:27:16 +0000 2021,BU_SAIDS,no coordinates,اَللَّهُمَّ إنا نَسْأَلُكَ رَحْمَةٌ مَنْ عِنْدَك َتُصْلِحُ بِهَا أَحْوَالَنَا وَتَذْهَبُ بِهَا هُمُومُنَا وأحزاننا… https://t.co/vfKPPiZgen,البريمي,[[[55.415356 17.784119] [55.415356 24.313894] [59.731875 24.313894] [59.731875 17.784119]]]
Mon May 17 03:27:17 +0000 2021,LekoSenpai,no coordinates,@s7ms__ Morning,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Mon May 17 03:28:03 +0000 2021,dfernandesuk,no coordinates,Fuckelon is a word.Should be in the dictionary from 16th May 2021.You heard it here first!#ElonMusk #ELON… https://t.co/V5wJIN0vB6,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 03:28:24 +0000 2021,roon_ee14,no coordinates,بخاطري اسافر لقطر🥺,Qatar,[[[50.750076 24.556366] [50.750076 26.182898] [51.630581 26.182898] [51.630581 24.556366]]]
Mon May 17 03:28:34 +0000 2021,msgoals_,no coordinates,The way my body is doing me. yhooo,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 03:28:34 +0000 2021,eissaalnuaiimii,no coordinates,انا و بقوه 🤣,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 03:28:48 +0000 2021,BU_SAIDS,no coordinates,《 اللہُمَ بِكَ أصبحنآ وعَليكَ تَوكلنا وأنتَ خيرُ الحَافظيّن 》 #اللهم_امين,البريمي,[[[55.415356 17.784119] [55.415356 24.313894] [59.731875 24.313894] [59.731875 17.784119]]]
Mon May 17 03:29:09 +0000 2021,eissaalnuaiimii,no coordinates,فديتنا يااااخخخييييي,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 03:29:26 +0000 2021,one_abadani,no coordinates,یک ساعت پیاده روی کردمو حالم از هرروز خوشتره,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 03:29:30 +0000 2021,TheLukaPuka,no coordinates,“You’re damned if you do damned if you don’t“,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 03:29:38 +0000 2021,SaeedAlmehairy,no coordinates,@Kha78194317 @Deardrd1 @HHShkMohd ممتاز 👌🏻 هذه هي اخلاقكم الحقيقه .. وجه الاخلاق ما يناسبكم ..,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 03:29:41 +0000 2021,teatea_0198,no coordinates,سومی I’m voting for @BTS_twt for #BBMAsTopSocial,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 03:29:41 +0000 2021,LekoSenpai,no coordinates,@M3aln_ @s__aood دوام🤡🤡,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Mon May 17 03:29:51 +0000 2021,alburaimi0,no coordinates," أصبحنا وأفضال الكريم تحفنا ، يارب حمدًا لك في سائر الأوقات "صبااحكم طيب ♥️ https://t.co/FNETOf5Vbx,AL Buraimi البريمي,[[[55.769067 24.258903] [55.769067 24.258903] [55.769067 24.258903] [55.769067 24.258903]]]
Mon May 17 03:29:52 +0000 2021,mrravi_net,no coordinates,درد دل یک دختر اینفلوئنسر ۲۱ ساله دنسر:دلم یک جمع می‌خواد که با هم صمیمی باشیم و بتونیم دو ساعت با هم معاشرت کنیم,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 03:30:11 +0000 2021,andreashvit,no coordinates,@sim010101 Hahaha😁,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 03:30:22 +0000 2021,Alireza23566497,no coordinates,@Ansari_Bahman ممنون، جالب بود 👌,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 03:30:32 +0000 2021,FiredamperDubai,no coordinates,Non return damper #dampracę #damper #hvaccontractor #mepdesign #mepengineering #mepcontractor #amman https://t.co/OgcitbFwx3,Sharjah,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Mon May 17 03:30:34 +0000 2021,AnnaSimova2,no coordinates,Have a nice day 😘😘😘😘I do a health care . If you want research . My number WhatsApps +351913129577… https://t.co/YWoUFmoz1o,دبي,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 03:30:37 +0000 2021,sea9212,no coordinates,#استغفر_الله_العظيم_وآتوب_إليه https://t.co/ft17u1J7MV,Doha,[[[51.447704 25.2216] [51.447704 25.427736] [51.630581 25.427736] [51.630581 25.2216]]]
Mon May 17 03:30:49 +0000 2021,darvish100,no coordinates,تبریک به همه آن ۱۴۰۰ نفری که در تهیه و آماده‌سازی خودرو امدادی برای حفاظت مردمی از رویشگاه جنگلی مُنگشت واقع در شما… https://t.co/0tfeOQ6tXI,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 03:30:56 +0000 2021,dfernandesuk,no coordinates,@DCLBlogger Show me the 'proof of work' 😊Like this 🤣👇https://t.co/pDgQzvrGI7,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 03:31:03 +0000 2021,khale_pesar_org,no coordinates,@Farzane95B https://t.co/cxiMRJ8n8Z,جمهوری اسلامی ایران,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 03:31:07 +0000 2021,_MohaMMaDTB_,no coordinates,@MohsenVafanejad يه ماه پيش در مورد كتاب كرج حمله مي كند نوشته بودي ، منم خريدمش ، اولين داستان اش رو خوندم ، پشمام ريخت 🤷‍♂️🤷‍♂️,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Mon May 17 03:31:57 +0000 2021,Massage30715927,no coordinates,هلا,دبي,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 03:32:02 +0000 2021,alshehi180,[56.4253 25.9417],شروق شمس المحبة على مدرستي @ Limah Musandam Oman https://t.co/kwsLamLnSD,مسندم,[[[56.089478 25.255945] [56.089478 26.388488] [56.540528 26.388488] [56.540528 25.255945]]]
Mon May 17 03:32:06 +0000 2021,ZiaUlla65771459,no coordinates,Good Morning Friends...@GovtofPakistan https://t.co/Y6r0qLIriw,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 03:32:10 +0000 2021,glblbg_0,no coordinates,لن نرى هذا الكاريكتير لو لم يعطى اتليتكو 5 دقائق راحه للاسترجاع انفاسه هذه جديده في الليغا 🤣🤣 https://t.co/TxjIVdXI2W,أبوظبي,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 03:32:12 +0000 2021,O_Hachem,no coordinates,الحمدلله اخر وجبة اكلتها كانت مبارح ٢ الظهر 😂🤦🏻‍♂️,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 03:32:13 +0000 2021,photographix4,no coordinates,Photo manipulation #affinityphoto  #photoediting #corniche https://t.co/UxySf1vadz,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 03:32:22 +0000 2021,SaeedAlmehairy,no coordinates,@5ks_5 وين سعاد عبدالله و حياة الفهد عن هالاشكال !,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Mon May 17 03:32:23 +0000 2021,8aa310,no coordinates,صباحـي حبـك اللـي ماخذنـي❤️,Abu Dhabi,[[[51.293874 22.626139] [51.293874 25.163959] [56.017546 25.163959] [56.017546 22.626139]]]
Mon May 17 03:32:27 +0000 2021,Muhamma40296317,no coordinates,Kerala days india https://t.co/mTcnSPB9hx,Doha,[[[51.447704 25.2216] [51.447704 25.427736] [51.630581 25.427736] [51.630581 25.2216]]]
