date,user,coordinates,text,place,bounding_box
Fri Apr 30 16:09:59 +0000 2021,TopRosario,no coordinates,نبراس : كلمة تركية بمعنى سنان الرمح أو المصباح#تحبببب_ااالعفوووو_فاعفففف_عناااااFaI,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:09:59 +0000 2021,jhotmy,no coordinates,وسيم : حسن الشكل#تحبببب_ااالعفوووو_فاعفففف_عناااااXhE,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:00 +0000 2021,cammim22,no coordinates,وانتم في احسن وافضل حال والمسلمين اجمع#تحبببب_ااالعفوووو_فاعفففف_عناااااF3y,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:00 +0000 2021,santi_colina30,no coordinates,معاذ : محصن باسم الله#تحبببب_ااالعفوووو_فاعفففف_عناااااp9K,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:00 +0000 2021,ARACELYS_APONTE,no coordinates,المسؤول عن جلب الميرة،#تحبببب_ااالعفوووو_فاعفففف_عناااااSjb,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:01 +0000 2021,nathalydcpf,no coordinates,﴿إِنَّ اللَّهَ وَمَلَائِكَتَهُ يُصَلُّونَ عَلَى النَّبِيِّ يَا أَيُّهَا الَّذِينَ آَمَنُوا صَلُّواعَلَيْهِ وَسَلِّ… https://t.co/Twvsz9UBHg,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:02 +0000 2021,lacocoaj,no coordinates,البارئ: الخالق لما فيه روح#تحبببب_ااالعفوووو_فاعفففف_عناااااJHb,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:03 +0000 2021,ergunguney5,no coordinates,الَّذِينَ يَذْكُرُونَ اللَّهَ قِيَاماً وَقُعُوداً وَعَلَى جُنُوبِهِمْ وَيَتَفَكَّرُونَ فِي خَلْقِ السَّمَاوَاتِ وَا… https://t.co/zeh6wMdmM6,المملكة العربية السعودية,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:03 +0000 2021,rcedelo,no coordinates,فإنَّهُ لا يغفرُ الذُّنوبَ إلَّا أنتَ#تحبببب_ااالعفوووو_فاعفففف_عناااااNJc,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:03 +0000 2021,Fateme_exo1485,no coordinates,@C11277 @weareoneEXO @layzhang @B_hundred_Hyun Iranian EXOLs Promise You #togetherEX9forever💫@weareoneEXO   #EXO… https://t.co/1WvZcu28pr,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:10:03 +0000 2021,avlakow,no coordinates,@chelsea_befarsi وای خیلی یه طوری بودیکی این، یکی روز حسرتحامد کمیلی جن بود 😶😂,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:10:04 +0000 2021,franklin_o21,no coordinates,السباق قبل أن يكون بالأعمال يكون  بصفاء الباطن ،وصدق الإيمان، وسلامة  النيه اللهم اجعلنا وإياهم من أهلها والمسلمين… https://t.co/pd9pJGba8R,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:04 +0000 2021,sadeghzmni,no coordinates,@Shomalliiii79 بَه‌بَه دخترگل ... کم پیدایی,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:10:04 +0000 2021,NatesPotatoGang,no coordinates,وارحمني إنك أنت الغفور الرحيم#تحبببب_ااالعفوووو_فاعفففف_عناااااkuT,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:04 +0000 2021,HVACinstock,no coordinates,عن عقبة بن عامر رضي الله عنه قال:قلت: يا رسول الله! ما النَّجاة؟قال: أمْسِكْ عليك لِسانَكَ، ولْيَسعْكَ بيتُك، وابْ… https://t.co/tPVXJcfQ3x,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:05 +0000 2021,newsemaratyah,[55.27766705 25.19812155],محمد بن زايد يعزي هاتفيا الرئيس الإندونيسي في ضحايا غرق الغواصة https://t.co/GknTqIOaXT,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:10:05 +0000 2021,ArlenGris,no coordinates,اللـهـم آنسه في وحشته واغفر له زلّته اللـهـم انزله منزلاً مباركا وانت خير المنزلين#تحبببب_ااالعفوووو_فاعفففف_عناااااjGA,Reino da Arábia Saudita,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:06 +0000 2021,MjRg24,no coordinates,ربي لك عباد ينتظرون فرجًا فبشرهم ،#تحبببب_ااالعفوووو_فاعفففف_عناااااALy,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:06 +0000 2021,newsemaratyah,[55.27766705 25.19812155],حمدان بن زايد: مبادرات الشيخ زايد الإنسانية جعلت للإمارات مكانة متميزة في ميادين العمل الخيري… https://t.co/UXCYLyWUjP,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:10:07 +0000 2021,MiltonMacias4,no coordinates,قال: لِمَنْ أَطَابَ الكَلامَ، و أَطْعَمَ الطَّعَامَ ،#تحبببب_ااالعفوووو_فاعفففف_عناااااCQz,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:07 +0000 2021,newsemaratyah,[55.27651906 25.19750874],لقاح كورونا خبر محبط.. جرعة واحدة من “فايزر” لا تحمي من المتحور https://t.co/K3YIhgZ8kp https://t.co/EiKcDK7onS,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:10:08 +0000 2021,juanpena_07,no coordinates,سطام : الضارب بالسيف#تحبببب_ااالعفوووو_فاعفففف_عناااااxvg,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:08 +0000 2021,msladylove860,no coordinates,اللهم أفرح قلوبنا ، وامسح احزاننا  واغفر  ذنوبنا ،#تحبببب_ااالعفوووو_فاعفففف_عناااااP5c,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:08 +0000 2021,ciesann,no coordinates,والعتق من النيران#تحبببب_ااالعفوووو_فاعفففف_عناااااIKZ,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:08 +0000 2021,newsemaratyah,[55.27651906 25.19750874],لقاح كورونا جلطات نادرة مجدداً في بريطانيا.. بعد تلقي “أسترازينيكا” https://t.co/J3FdB7aoHS https://t.co/HoBw9zTeZM,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:10:08 +0000 2021,sukinameshekhis,no coordinates,طيب إذا عندك نقد حكومة بلدك فيه اولى ، ثانياً : ممكن تكتب الكلام الي أنت كتبته في حسابي في حساب الملك في تويتر ، تع… https://t.co/d3FTct15WD,دبي,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:10:09 +0000 2021,mpaulareyero,no coordinates,هّيٰ أقدآر گتبت بِحلوٰهآ و مُرهـآ ؛#تحبببب_ااالعفوووو_فاعفففف_عناااااIgA,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:10 +0000 2021,BrendaaSarao,no coordinates,ولا ياحووووووودا#تحبببب_ااالعفوووو_فاعفففف_عناااااXre,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:10 +0000 2021,DenilLeonel,no coordinates,واذا سألت عن السبب#تحبببب_ااالعفوووو_فاعفففف_عناااااUol,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:11 +0000 2021,podoyoli,no coordinates,صلى عليك الله يا غيما همى#تحبببب_ااالعفوووو_فاعفففف_عنااااا866,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:12 +0000 2021,DENNIS_THEFOX,no coordinates,أصيلة : ذات الأصل شريفة راسخة النسب#تحبببب_ااالعفوووو_فاعفففف_عناااااWV4,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:12 +0000 2021,Na_kro_,no coordinates,@hamzaakbar777 😅😅,Ajman,[[[55.422846 24.742239] [55.422846 25.451327] [56.101503 25.451327] [56.101503 24.742239]]]
Fri Apr 30 16:10:12 +0000 2021,technical_glass,[55.2741 25.1994],Glass rooms | Glass partitions | Glass work | Aluminium Partitions | aluminium doors &amp; windows | Glass Folding Door… https://t.co/uayhqqg3Eo,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:10:13 +0000 2021,olivaavalis,no coordinates,عسى المانع خير#تحبببب_ااالعفوووو_فاعفففف_عناااااyI0,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:14 +0000 2021,casetael5pino,no coordinates,اللهم أشفِ وعافِ مرضانا#تحبببب_ااالعفوووو_فاعفففف_عناااااvE1,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:14 +0000 2021,PipuAndLala,no coordinates,قلوبنا من أوجاعها ،#تحبببب_ااالعفوووو_فاعفففف_عناااااnwM,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:14 +0000 2021,Alfaizaa_oudqtr,no coordinates,السلام علیکم ورحمة الله وبركاتهمساء الخيرعود موري سوبرالتوصيل مجاني المنزلية #الدوحة_قطرالاتصال والاستفسارات+9… https://t.co/vAOCzNhcr0,Doha,[[[51.447704 25.2216] [51.447704 25.427736] [51.630581 25.427736] [51.630581 25.2216]]]
Fri Apr 30 16:10:14 +0000 2021,motorasist,no coordinates,وارحمني إنك أنت الغفور الرحيم#تحبببب_ااالعفوووو_فاعفففف_عناااااQ2c,المملكة العربية السعودية,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:15 +0000 2021,lobosbeis,no coordinates,اللهم انك عفو كريم تحب العفو فاعف عنا#تحبببب_ااالعفوووو_فاعفففف_عناااااAUT,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:15 +0000 2021,vero22156,no coordinates,عن عقبة بن عامر رضي الله عنه قال:قلت: يا رسول الله! ما النَّجاة؟قال: أمْسِكْ عليك لِسانَكَ، ولْيَسعْكَ بيتُك، وابْ… https://t.co/a1ieyzqrX9,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:16 +0000 2021,staciu5,no coordinates,يا رب جدد شعور الحياة فينا و يّسر أمورنا#تحبببب_ااالعفوووو_فاعفففف_عنااااا8Fm,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:17 +0000 2021,AlvaradoRosmili,no coordinates,( إليه يصعد الكلم الطيب )#تحبببب_ااالعفوووو_فاعفففف_عناااااOu3,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:17 +0000 2021,YannBenavente,no coordinates,والاسم بهذا المعنى تكون ياؤه مشدَّدة.#تحبببب_ااالعفوووو_فاعفففف_عناااااwDr,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:18 +0000 2021,SadReality29,no coordinates,الواجد: لا يحتاج لعون فكل ما يريده يكون#تحبببب_ااالعفوووو_فاعفففف_عنااااا8pv,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:19 +0000 2021,TabEnter09,no coordinates,لبيد : العدل الصغير الزعيم الصغير#تحبببب_ااالعفوووو_فاعفففف_عناااااAne,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:19 +0000 2021,albaniadani,no coordinates,أبداً  أبدا#تحبببب_ااالعفوووو_فاعفففف_عناااااCrC,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:19 +0000 2021,keishla88,no coordinates,أعوذُ بِكَ من شرِّ ما صنعتُ.#تحبببب_ااالعفوووو_فاعفففف_عناااااI7a,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:19 +0000 2021,jameswilkin123,no coordinates,فكيف بدُعائك !#تحبببب_ااالعفوووو_فاعفففف_عناااااSfr,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:20 +0000 2021,TheLisaAnnFans,no coordinates,اللهم ارحم موتانا وموتى المسلمين ، اللهم نور قبورهم وألهم بهم وتجاوز سيئاتهم وارحم درجاتهم إذا صرنا إلى ماصاروا إلي… https://t.co/xfazXm91j6,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:21 +0000 2021,_morenagramagol,no coordinates,aos poucos estou eliminando o açúcar da minha vida😌,الشارقة,[[[55.009127 24.732886] [55.009127 25.899765] [56.381699 25.899765] [56.381699 24.732886]]]
Fri Apr 30 16:10:21 +0000 2021,michii_lautner,no coordinates,راجح : الرصين العقل#تحبببب_ااالعفوووو_فاعفففف_عناااااFBE,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:21 +0000 2021,vargasmovida,no coordinates,وأفعال أجمل ،#تحبببب_ااالعفوووو_فاعفففف_عنااااا2u9,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:21 +0000 2021,veena_bala,no coordinates,@Etisalat_Care frustrated with multiple emails every week asking me to pay dues. I don't have any dues! And I get n… https://t.co/mL5tjPN6Oj,دبي,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:10:22 +0000 2021,dayefra313,no coordinates,لا اله الا الله#تحبببب_ااالعفوووو_فاعفففف_عناااااzLB,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:23 +0000 2021,ElectILDems,no coordinates,بل كل شيء#تحبببب_ااالعفوووو_فاعفففف_عنااااا0Co,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:23 +0000 2021,Marideli_22,no coordinates,ومن توكّلَ على الله فهو كافيهِ وحسبُه .#تحبببب_ااالعفوووو_فاعفففف_عنااااا45p,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:23 +0000 2021,valerod_222,no coordinates,وآصلح لنا مابقى وأكتب لنا#تحبببب_ااالعفوووو_فاعفففف_عناااااo1p,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:23 +0000 2021,angelbastri,no coordinates,( ربِّ لاتذرني وحيدآ وأنت خير الوارثين )#تحبببب_ااالعفوووو_فاعفففف_عنااااا0xQ,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:24 +0000 2021,maiu_mora,no coordinates,إن الله لا يخيب رجاء عبدٍ تفاءل به خيراً#تحبببب_ااالعفوووو_فاعفففف_عناااااZLY,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:25 +0000 2021,josemorel30,no coordinates,لا تجعل في أيامنا وايامهم سوءً إلا دفعته#تحبببب_ااالعفوووو_فاعفففف_عناااااlE7,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:25 +0000 2021,ferfranco210,no coordinates,تقبل الله منا ومنكم صالح الأعمال#تحبببب_ااالعفوووو_فاعفففف_عناااااgEn,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:26 +0000 2021,alexsoto1274,no coordinates,وبدون أي قدر من الانحراف#تحبببب_ااالعفوووو_فاعفففف_عناااااPm8,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:26 +0000 2021,Nairdlr,no coordinates,ومعناه زهرة البنفسج#تحبببب_ااالعفوووو_فاعفففف_عناااااcya,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:26 +0000 2021,Dare2Torres,no coordinates,إنصاف : عدل وتسوية بين خصمين بالحق والعدل#تحبببب_ااالعفوووو_فاعفففف_عناااااRI1,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:26 +0000 2021,HWHSharry_1994,no coordinates,منهم والأموات .#تحبببب_ااالعفوووو_فاعفففف_عناااااk0Z,المملكة العربية السعودية,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:26 +0000 2021,Espinozapaz_gto,no coordinates,ومعناه زهرة البنفسج#تحبببب_ااالعفوووو_فاعفففف_عناااااDJT,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:27 +0000 2021,feibelinojosa,no coordinates,اللهم صلِّ وسلِّم على نبيِّنا محمد ﷺ وعلى آله وصحبه وسلِّم#تحبببب_ااالعفوووو_فاعفففف_عناااااULo,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:28 +0000 2021,lizzaturn,no coordinates,أقم صلاتك في حياتك تستقم أمورك وتصلح شؤونك#تحبببب_ااالعفوووو_فاعفففف_عناااااfBT,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:28 +0000 2021,mahjoob_nima,no coordinates,@AlyGovah @llsoroushll @mobixa19 @mryamrzv3 😂😂😂😂👌👌,Islamic Republic of Iran,[[[44.032478 25.010672] [44.032478 39.782413] [63.317471 39.782413] [63.317471 25.010672]]]
Fri Apr 30 16:10:29 +0000 2021,maridepaparella,no coordinates,اللّهم أكتَب لِيَ ولهم الخَيرِ .#تحبببب_ااالعفوووو_فاعفففف_عناااااQPY,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:30 +0000 2021,proverbiodeldia,no coordinates,- قال تعالى: (إِنَّ اللَّهَ وَمَلَائِكَتَهُ يُصَلُّونَ عَلَى النَّبِيِّ يَا أَيُّهَا الَّذِينَ آمَنُوا صَلُّوا عَلَ… https://t.co/M8sRcnZIqe,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:30 +0000 2021,yusfren,no coordinates,والأرزاق الدائمة#تحبببب_ااالعفوووو_فاعفففف_عناااااtyD,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:31 +0000 2021,danymoca92,no coordinates,الشهيد: العالم بكل مخلوق#تحبببب_ااالعفوووو_فاعفففف_عنااااا9K6,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:31 +0000 2021,FemariRodriguez,no coordinates,يا رب جئتكَ نادما أبكي على ما قدمته يداي لا أتباكى#تحبببب_ااالعفوووو_فاعفففف_عناااااX7l,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:32 +0000 2021,Elchau75,no coordinates,معويه : الداعي الى الحرب#تحبببب_ااالعفوووو_فاعفففف_عناااااfsY,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:33 +0000 2021,ernestopc1234,no coordinates,وجسما سالما#تحبببب_ااالعفوووو_فاعفففف_عناااااYrh,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:33 +0000 2021,Ianna_Esther,no coordinates,قول حاحا يااااد#تحبببب_ااالعفوووو_فاعفففف_عناااااDg7,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:33 +0000 2021,Tpnetro01,no coordinates,أسوة : قدوة نموذج صالح#تحبببب_ااالعفوووو_فاعفففف_عناااااCGX,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:34 +0000 2021,bellamartinex,no coordinates,سنمار : القمر#تحبببب_ااالعفوووو_فاعفففف_عناااااkYf,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:34 +0000 2021,nathyc2_,no coordinates,ويسر امورنا ،#تحبببب_ااالعفوووو_فاعفففف_عناااااrf6,Reino da Arábia Saudita,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:35 +0000 2021,elsentimental15,no coordinates,من النار والمسلمين أجمعين#تحبببب_ااالعفوووو_فاعفففف_عناااااfgc,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:36 +0000 2021,kilderguzman,no coordinates,اللهم بك أصبحنا وعليك توكلنا وإليك المصير#تحبببب_ااالعفوووو_فاعفففف_عناااااWJr,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:36 +0000 2021,Eli84L,no coordinates,وناااااام القــمــر بوسااادتك#تحبببب_ااالعفوووو_فاعفففف_عناااااReW,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:37 +0000 2021,modaymodo,no coordinates,مَن يَتَوَكَّل عَلَى الله#تحبببب_ااالعفوووو_فاعفففف_عناااااfd9,Kingdom of Saudi Arabia,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:37 +0000 2021,lindopotrobig,no coordinates,اللهم متعنا براحة البال#تحبببب_ااالعفوووو_فاعفففف_عناااااk5F,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:38 +0000 2021,AriFakes,no coordinates,وبعضهم يسمّي ابنه أو ابنته بتخفيف الياء.#تحبببب_ااالعفوووو_فاعفففف_عناااااOg1,Reino da Arábia Saudita,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:38 +0000 2021,cleopatra2303,no coordinates,ولجين اسم مدنيّ،#تحبببب_ااالعفوووو_فاعفففف_عناااااSgU,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:38 +0000 2021,BeBezithop3,no coordinates,ليس بين آفات النفس ماهو أشد من الحسد ..#تحبببب_ااالعفوووو_فاعفففف_عنااااا0bm,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
Fri Apr 30 16:10:38 +0000 2021,LBhite,no coordinates,Anyone else tweet their tweets in their head but feel lazy to type it out and actually 'tweet' it ? #Twitter #lazytweeter #FoodForThought,Dubai,[[[54.893973 24.618253] [54.893973 25.368672] [56.208372 25.368672] [56.208372 24.618253]]]
Fri Apr 30 16:10:39 +0000 2021,SofiaMaeline,no coordinates,إبتهال : معناه توسل تضرع رجاء#تحبببب_ااالعفوووو_فاعفففف_عناااااPIf,Reino de Arabia Saudi,[[[34.567591 16.359023] [34.567591 32.160822] [55.666667 32.160822] [55.666667 16.359023]]]
